experiment,relative_path,disposition,referenced,has_checkpoint,has_structured_result,file_count,size_bytes,reason
pi_jwm_v11_graph_support_true_value_rank_stepbudget_top32_384_20260628,代码\artifacts\experiments\pi_jwm_v11_graph_support_true_value_rank_stepbudget_top32_384_20260628,retain,false,false,true,4,24270,retained evidence or conservative default
pi_jwm_v11_graph_support_value_source_diag_128_20260628,代码\artifacts\experiments\pi_jwm_v11_graph_support_value_source_diag_128_20260628,retain,false,false,true,4,20139,retained evidence or conservative default
pi_jwm_v11_graph_support_value_source_diag_fixed_128_20260628,代码\artifacts\experiments\pi_jwm_v11_graph_support_value_source_diag_fixed_128_20260628,retain,false,false,true,4,19670,retained evidence or conservative default
pi_jwm_v11_group_ranker_256_20260627,代码\artifacts\experiments\pi_jwm_v11_group_ranker_256_20260627,retain,false,false,true,4,399277,retained evidence or conservative default
pi_jwm_v11_group_ranker_smoke_20260627,代码\artifacts\experiments\pi_jwm_v11_group_ranker_smoke_20260627,manual-review,false,false,true,4,41045,transient-looking run retains checkpoint or structured result
pi_jwm_v11_hier_tokens_edge_support_aw_a2_h2_t080_gpu1024_e10_20260629,代码\artifacts\experiments\pi_jwm_v11_hier_tokens_edge_support_aw_a2_h2_t080_gpu1024_e10_20260629,retain,false,false,true,5,30585,retained evidence or conservative default
pi_jwm_v11_hier_tokens_edge_support_aw_a3_h4_t080_gpu1024_e10_20260629,代码\artifacts\experiments\pi_jwm_v11_hier_tokens_edge_support_aw_a3_h4_t080_gpu1024_e10_20260629,retain,false,false,true,9,44445,retained evidence or conservative default
pi_jwm_v11_hier_tokens_edge_support_aw_a3_h4_t080_gpu1024_e10_epochsel_20260629,代码\artifacts\experiments\pi_jwm_v11_hier_tokens_edge_support_aw_a3_h4_t080_gpu1024_e10_epochsel_20260629,retain,false,false,true,17,74057,retained evidence or conservative default
pi_jwm_v11_hier_tokens_edge_support_aw_a3_h4_t080_gpu2048_e12_20260629,代码\artifacts\experiments\pi_jwm_v11_hier_tokens_edge_support_aw_a3_h4_t080_gpu2048_e12_20260629,retain,false,false,true,5,33027,retained evidence or conservative default
pi_jwm_v11_hier_tokens_edge_tversky_a08_b02_w05_a3h4_gpu1024_e10_20260629,代码\artifacts\experiments\pi_jwm_v11_hier_tokens_edge_tversky_a08_b02_w05_a3h4_gpu1024_e10_20260629,retain,false,false,true,15,65794,retained evidence or conservative default
pi_jwm_v11_hier_tokens_edge_tversky_a08_b02_w20_a3h4_gpu1024_e10_20260629,代码\artifacts\experiments\pi_jwm_v11_hier_tokens_edge_tversky_a08_b02_w20_a3h4_gpu1024_e10_20260629,retain,false,false,true,6,34486,retained evidence or conservative default
pi_jwm_v11_hierarchical_tokens_cpu_probe_1024x3_h64_20260620,代码\artifacts\experiments\pi_jwm_v11_hierarchical_tokens_cpu_probe_1024x3_h64_20260620,retain,true,true,true,15,1514175,referenced by active code or documentation
pi_jwm_v11_hierarchical_tokens_cpu_smoke_20260620,代码\artifacts\experiments\pi_jwm_v11_hierarchical_tokens_cpu_smoke_20260620,manual-review,false,true,true,7,478244,transient-looking run retains checkpoint or structured result
pi_jwm_v11_hierarchical_tokens_edge_head_cpu1024_e10_20260629,代码\artifacts\experiments\pi_jwm_v11_hierarchical_tokens_edge_head_cpu1024_e10_20260629,retain,false,true,true,29,1949130,retained evidence or conservative default
pi_jwm_v11_hierarchical_tokens_edge_head_cpu1024_e5_20260629,代码\artifacts\experiments\pi_jwm_v11_hierarchical_tokens_edge_head_cpu1024_e5_20260629,retain,false,true,true,13,1884920,retained evidence or conservative default
pi_jwm_v11_hierarchical_tokens_edge_head_cpu384_e3_20260629,代码\artifacts\experiments\pi_jwm_v11_hierarchical_tokens_edge_head_cpu384_e3_20260629,retain,false,true,true,7,1862605,retained evidence or conservative default
pi_jwm_v11_hierarchical_tokens_edge_head_gpu_full_e15_20260629,代码\artifacts\experiments\pi_jwm_v11_hierarchical_tokens_edge_head_gpu_full_e15_20260629,retain,false,false,true,4,33183,retained evidence or conservative default
pi_jwm_v11_hierarchical_tokens_edge_head_pos100_cpu512_e5_20260629,代码\artifacts\experiments\pi_jwm_v11_hierarchical_tokens_edge_head_pos100_cpu512_e5_20260629,retain,false,true,true,7,1865803,retained evidence or conservative default
pi_jwm_v11_hierarchical_tokens_edge_step_head_cpu512_e5_20260629,代码\artifacts\experiments\pi_jwm_v11_hierarchical_tokens_edge_step_head_cpu512_e5_20260629,retain,false,true,true,7,1960760,retained evidence or conservative default
pi_jwm_v11_hierarchical_tokens_edge_step_total_gpu4096_e15_20260629,代码\artifacts\experiments\pi_jwm_v11_hierarchical_tokens_edge_step_total_gpu4096_e15_20260629,retain,false,false,true,5,37252,retained evidence or conservative default
pi_jwm_v11_hierarchical_tokens_gpu_early_h64_e5_20260620,代码\artifacts\experiments\pi_jwm_v11_hierarchical_tokens_gpu_early_h64_e5_20260620,retain,false,true,true,10,1500646,retained evidence or conservative default
pi_jwm_v11_learned_point_selector_cpu384_20260629,代码\artifacts\experiments\pi_jwm_v11_learned_point_selector_cpu384_20260629,retain,false,false,true,3,12974,retained evidence or conservative default
pi_jwm_v11_learned_point_selector_cpu384_statsfix_20260629,代码\artifacts\experiments\pi_jwm_v11_learned_point_selector_cpu384_statsfix_20260629,retain,false,false,true,3,13378,retained evidence or conservative default
pi_jwm_v11_learned_point_selector_smoke64_20260629,代码\artifacts\experiments\pi_jwm_v11_learned_point_selector_smoke64_20260629,manual-review,false,false,true,3,8746,transient-looking run retains checkpoint or structured result
pi_jwm_v11_learned_point_selector_smoke64_20260629_rerun,代码\artifacts\experiments\pi_jwm_v11_learned_point_selector_smoke64_20260629_rerun,manual-review,false,false,true,3,8758,transient-looking run retains checkpoint or structured result
pi_jwm_v11_local_tradeoff_diagnosis_20260627,代码\artifacts\experiments\pi_jwm_v11_local_tradeoff_diagnosis_20260627,retain,false,false,true,11,1901235,retained evidence or conservative default
pi_jwm_v11_mass_preserve_conservative_smoke128_20260629,代码\artifacts\experiments\pi_jwm_v11_mass_preserve_conservative_smoke128_20260629,manual-review,false,false,true,4,32404,transient-looking run retains checkpoint or structured result
pi_jwm_v11_mass_preserve_cpu384_20260629,代码\artifacts\experiments\pi_jwm_v11_mass_preserve_cpu384_20260629,retain,false,false,true,4,28531,retained evidence or conservative default
pi_jwm_v11_mass_preserve_smoke128_20260629,代码\artifacts\experiments\pi_jwm_v11_mass_preserve_smoke128_20260629,manual-review,false,false,true,4,27657,transient-looking run retains checkpoint or structured result
pi_jwm_v11_method_potential_compare_20260626,代码\artifacts\experiments\pi_jwm_v11_method_potential_compare_20260626,retain,false,false,true,2,20683,retained evidence or conservative default
pi_jwm_v11_multi_point_oracle_cpu384_20260629,代码\artifacts\experiments\pi_jwm_v11_multi_point_oracle_cpu384_20260629,retain,false,false,true,3,36000,retained evidence or conservative default
pi_jwm_v11_neural_value_reconstruction_512_20260622,代码\artifacts\experiments\pi_jwm_v11_neural_value_reconstruction_512_20260622,retain,false,false,true,5,15721,retained evidence or conservative default
pi_jwm_v11_neural_value_reconstruction_allrows_512_20260622,代码\artifacts\experiments\pi_jwm_v11_neural_value_reconstruction_allrows_512_20260622,retain,false,false,true,5,19503,retained evidence or conservative default
pi_jwm_v11_neural_value_reconstruction_rf_rank_allrows_512_20260622,代码\artifacts\experiments\pi_jwm_v11_neural_value_reconstruction_rf_rank_allrows_512_20260622,retain,false,false,true,5,19633,retained evidence or conservative default
pi_jwm_v11_neural_value_reconstruction_rf_rank_positive_512_20260622,代码\artifacts\experiments\pi_jwm_v11_neural_value_reconstruction_rf_rank_positive_512_20260622,retain,false,false,true,5,19657,retained evidence or conservative default
pi_jwm_v11_neural_value_reconstruction_smoke_20260622,代码\artifacts\experiments\pi_jwm_v11_neural_value_reconstruction_smoke_20260622,manual-review,false,false,true,5,5311,transient-looking run retains checkpoint or structured result
pi_jwm_v11_pairwise_ranker_confirm_512_20260627,代码\artifacts\experiments\pi_jwm_v11_pairwise_ranker_confirm_512_20260627,retain,false,false,true,4,150057,retained evidence or conservative default
pi_jwm_v11_point_pair_gate_limited_cpu384_20260629,代码\artifacts\experiments\pi_jwm_v11_point_pair_gate_limited_cpu384_20260629,retain,false,false,true,3,24861,retained evidence or conservative default
pi_jwm_v11_pointer_support_generator_smoke_20260627,代码\artifacts\experiments\pi_jwm_v11_pointer_support_generator_smoke_20260627,manual-review,false,false,true,4,7554,transient-looking run retains checkpoint or structured result
pi_jwm_v11_policy_action_proxy_20260629,代码\artifacts\experiments\pi_jwm_v11_policy_action_proxy_20260629,retain,true,false,true,90,351542,referenced by active code or documentation
pi_jwm_v11_policy_prior_ranked_allocation_hier_256_20260628,代码\artifacts\experiments\pi_jwm_v11_policy_prior_ranked_allocation_hier_256_20260628,retain,false,false,true,4,43041,retained evidence or conservative default
pi_jwm_v11_policy_prior_ranked_allocation_hier_topk_256_20260628,代码\artifacts\experiments\pi_jwm_v11_policy_prior_ranked_allocation_hier_topk_256_20260628,retain,false,false,true,4,33825,retained evidence or conservative default
pi_jwm_v11_ranker_value_gain_256_20260627,代码\artifacts\experiments\pi_jwm_v11_ranker_value_gain_256_20260627,retain,false,false,true,4,99438,retained evidence or conservative default
pi_jwm_v11_ranker_value_gain_confirm_512_20260627,代码\artifacts\experiments\pi_jwm_v11_ranker_value_gain_confirm_512_20260627,retain,false,false,true,4,55861,retained evidence or conservative default
pi_jwm_v11_rate_aware_stepbudget_smoke128_20260628,代码\artifacts\experiments\pi_jwm_v11_rate_aware_stepbudget_smoke128_20260628,manual-review,false,false,true,4,23085,transient-looking run retains checkpoint or structured result
pi_jwm_v11_rate_aware_support_smoke128_20260628,代码\artifacts\experiments\pi_jwm_v11_rate_aware_support_smoke128_20260628,manual-review,false,false,true,4,17435,transient-looking run retains checkpoint or structured result
pi_jwm_v11_rb_shrink_gate_true_sweep_cpu_20260621,代码\artifacts\experiments\pi_jwm_v11_rb_shrink_gate_true_sweep_cpu_20260621,retain,false,false,true,12,32326,retained evidence or conservative default
pi_jwm_v11_rb_shrink_sweep_cpu_20260621,代码\artifacts\experiments\pi_jwm_v11_rb_shrink_sweep_cpu_20260621,retain,true,false,true,12,31868,referenced by active code or documentation
pi_jwm_v11_rb_total_conditional_scale_full_confirm_20260622,代码\artifacts\experiments\pi_jwm_v11_rb_total_conditional_scale_full_confirm_20260622,retain,false,false,true,5,13422,retained evidence or conservative default
pi_jwm_v11_rb_total_conditional_scale_gate_refine_20260622,代码\artifacts\experiments\pi_jwm_v11_rb_total_conditional_scale_gate_refine_20260622,retain,false,false,false,1,556,retained evidence or conservative default
pi_jwm_v11_rb_total_conditional_scale_global_step_20260622,代码\artifacts\experiments\pi_jwm_v11_rb_total_conditional_scale_global_step_20260622,retain,false,false,true,5,17777,retained evidence or conservative default
pi_jwm_v11_rb_total_conditional_scale_refine_small_20260622,代码\artifacts\experiments\pi_jwm_v11_rb_total_conditional_scale_refine_small_20260622,retain,false,false,true,5,18205,retained evidence or conservative default
pi_jwm_v11_rb_total_conditional_scale_smoke_20260622,代码\artifacts\experiments\pi_jwm_v11_rb_total_conditional_scale_smoke_20260622,manual-review,false,false,true,5,8250,transient-looking run retains checkpoint or structured result
pi_jwm_v11_rb_total_conditional_scale_true_full_confirm_20260622,代码\artifacts\experiments\pi_jwm_v11_rb_total_conditional_scale_true_full_confirm_20260622,retain,false,false,true,5,6640,retained evidence or conservative default
pi_jwm_v11_rb_total_edge_grad_oracle_val_probe_20260621,代码\artifacts\experiments\pi_jwm_v11_rb_total_edge_grad_oracle_val_probe_20260621,manual-review,false,false,true,2,5329,transient-looking run retains checkpoint or structured result
pi_jwm_v11_rb_total_gate_scale_full_probe_20260622,代码\artifacts\experiments\pi_jwm_v11_rb_total_gate_scale_full_probe_20260622,manual-review,false,false,true,5,38259,transient-looking run retains checkpoint or structured result
pi_jwm_v11_rb_total_global_scale_full_curve_20260622,代码\artifacts\experiments\pi_jwm_v11_rb_total_global_scale_full_curve_20260622,retain,false,false,true,5,8416,retained evidence or conservative default
pi_jwm_v11_rb_total_group_calibration_20260622,代码\artifacts\experiments\pi_jwm_v11_rb_total_group_calibration_20260622,retain,true,false,true,5,39056,referenced by active code or documentation
pi_jwm_v11_rb_total_highload_gate_full_refine_20260622,代码\artifacts\experiments\pi_jwm_v11_rb_total_highload_gate_full_refine_20260622,retain,false,false,true,5,30335,retained evidence or conservative default
pi_jwm_v11_rb_total_latent_blend_20260622,代码\artifacts\experiments\pi_jwm_v11_rb_total_latent_blend_20260622,retain,false,false,true,3,137160,retained evidence or conservative default
pi_jwm_v11_rb_total_latent_identifiability_20260622,代码\artifacts\experiments\pi_jwm_v11_rb_total_latent_identifiability_20260622,retain,true,false,true,3,35211,referenced by active code or documentation
pi_jwm_v11_rb_total_latent_identifiability_smoke_20260622,代码\artifacts\experiments\pi_jwm_v11_rb_total_latent_identifiability_smoke_20260622,retain,true,false,true,3,26378,referenced by active code or documentation
pi_jwm_v11_rb_total_latent_value_modes_20260622,代码\artifacts\experiments\pi_jwm_v11_rb_total_latent_value_modes_20260622,retain,false,false,true,3,60516,retained evidence or conservative default
pi_jwm_v11_rb_total_oracle_value_scope_diagnostic_20260622,代码\artifacts\experiments\pi_jwm_v11_rb_total_oracle_value_scope_diagnostic_20260622,retain,true,false,true,3,57876,referenced by active code or documentation
pi_jwm_v11_rb_total_rank_gap_diagnostic_20260622,代码\artifacts\experiments\pi_jwm_v11_rb_total_rank_gap_diagnostic_20260622,retain,false,false,true,3,12545,retained evidence or conservative default
pi_jwm_v11_rb_total_repair_cpu_20260621,代码\artifacts\experiments\pi_jwm_v11_rb_total_repair_cpu_20260621,retain,true,false,true,5,21999,referenced by active code or documentation
pi_jwm_v11_rb_total_risk_controlled_scale_full_20260622,代码\artifacts\experiments\pi_jwm_v11_rb_total_risk_controlled_scale_full_20260622,retain,false,false,true,7,53169,retained evidence or conservative default
pi_jwm_v11_rb_total_risk_controlled_scale_smoke_20260622,代码\artifacts\experiments\pi_jwm_v11_rb_total_risk_controlled_scale_smoke_20260622,manual-review,false,false,true,7,9568,transient-looking run retains checkpoint or structured result
pi_jwm_v11_rb_total_scale_fine_local_20260627,代码\artifacts\experiments\pi_jwm_v11_rb_total_scale_fine_local_20260627,retain,false,false,true,5,59829,retained evidence or conservative default
pi_jwm_v11_rb_total_teacher_edge_grad_cpu_confirm_streamstats_20260621,代码\artifacts\experiments\pi_jwm_v11_rb_total_teacher_edge_grad_cpu_confirm_streamstats_20260621,retain,false,false,true,6,27554,retained evidence or conservative default
pi_jwm_v11_rb_total_teacher_edge_grad_cpu_smoke_streamstats_20260621,代码\artifacts\experiments\pi_jwm_v11_rb_total_teacher_edge_grad_cpu_smoke_streamstats_20260621,manual-review,false,false,true,6,28382,transient-looking run retains checkpoint or structured result
pi_jwm_v11_rb_total_teacher_edge_grad_focal_cpu_confirm_streamstats_20260621,代码\artifacts\experiments\pi_jwm_v11_rb_total_teacher_edge_grad_focal_cpu_confirm_streamstats_20260621,retain,false,false,true,6,49248,retained evidence or conservative default
pi_jwm_v11_rb_total_teacher_edge_grad_pairwise_topk_cpu_confirm_streamstats_20260622,代码\artifacts\experiments\pi_jwm_v11_rb_total_teacher_edge_grad_pairwise_topk_cpu_confirm_streamstats_20260622,retain,false,false,true,6,62510,retained evidence or conservative default
pi_jwm_v11_rb_total_teacher_edge_grad_retrieval_cpu_confirm_streamstats_20260621,代码\artifacts\experiments\pi_jwm_v11_rb_total_teacher_edge_grad_retrieval_cpu_confirm_streamstats_20260621,retain,false,false,true,6,54021,retained evidence or conservative default
pi_jwm_v11_rb_total_teacher_edge_grad_score_topk_cpu_confirm_streamstats_20260621,代码\artifacts\experiments\pi_jwm_v11_rb_total_teacher_edge_grad_score_topk_cpu_confirm_streamstats_20260621,retain,false,false,true,6,62353,retained evidence or conservative default
pi_jwm_v11_rb_total_teacher_edge_grad_state_cpu_confirm_streamstats_20260621,代码\artifacts\experiments\pi_jwm_v11_rb_total_teacher_edge_grad_state_cpu_confirm_streamstats_20260621,retain,false,false,true,6,54969,retained evidence or conservative default
pi_jwm_v11_rb_total_teacher_step_cpu_smoke_20260621,代码\artifacts\experiments\pi_jwm_v11_rb_total_teacher_step_cpu_smoke_20260621,manual-review,false,false,true,6,26030,transient-looking run retains checkpoint or structured result
pi_jwm_v11_rb_total_teacher_step_cpu_smoke_streamstats_20260621,代码\artifacts\experiments\pi_jwm_v11_rb_total_teacher_step_cpu_smoke_streamstats_20260621,manual-review,false,false,true,6,27298,transient-looking run retains checkpoint or structured result
pi_jwm_v11_rb_total_teacher_step_cpu_smoke_streamstats_fulltrain_20260621,代码\artifacts\experiments\pi_jwm_v11_rb_total_teacher_step_cpu_smoke_streamstats_fulltrain_20260621,manual-review,false,false,true,6,27506,transient-looking run retains checkpoint or structured result
pi_jwm_v11_rb_total_tree_identifiability_20260622,代码\artifacts\experiments\pi_jwm_v11_rb_total_tree_identifiability_20260622,retain,true,false,true,3,49188,referenced by active code or documentation
pi_jwm_v11_rb_total_tree_identifiability_state_20260622,代码\artifacts\experiments\pi_jwm_v11_rb_total_tree_identifiability_state_20260622,retain,false,false,true,3,49480,retained evidence or conservative default
pi_jwm_v11_rb_total_value_head_cpu_20260621,代码\artifacts\experiments\pi_jwm_v11_rb_total_value_head_cpu_20260621,retain,true,false,true,6,118666,referenced by active code or documentation
pi_jwm_v11_rb_total_value_head_cpu_quick_20260621,代码\artifacts\experiments\pi_jwm_v11_rb_total_value_head_cpu_quick_20260621,retain,false,false,true,6,27166,retained evidence or conservative default
pi_jwm_v11_rb_total_value_head_cpu_smoke_20260621,代码\artifacts\experiments\pi_jwm_v11_rb_total_value_head_cpu_smoke_20260621,manual-review,false,false,true,6,26975,transient-looking run retains checkpoint or structured result
pi_jwm_v11_rb_total_value_head_cpu_smoke_minrb1_20260621,代码\artifacts\experiments\pi_jwm_v11_rb_total_value_head_cpu_smoke_minrb1_20260621,manual-review,false,false,true,6,27081,transient-looking run retains checkpoint or structured result
pi_jwm_v11_rb_total_value_head_cpu_smoke_state_limited_minrb1_20260621,代码\artifacts\experiments\pi_jwm_v11_rb_total_value_head_cpu_smoke_state_limited_minrb1_20260621,manual-review,false,false,true,6,27060,transient-looking run retains checkpoint or structured result
pi_jwm_v11_rb_total_value_reconstruction_ratio_512_20260622,代码\artifacts\experiments\pi_jwm_v11_rb_total_value_reconstruction_ratio_512_20260622,retain,false,false,true,3,65763,retained evidence or conservative default
pi_jwm_v11_rb_total_value_reconstruction_refine_512_20260622,代码\artifacts\experiments\pi_jwm_v11_rb_total_value_reconstruction_refine_512_20260622,retain,false,false,true,5,48894,retained evidence or conservative default
pi_jwm_v11_rb_total_value_reconstruction_residual_512_20260622,代码\artifacts\experiments\pi_jwm_v11_rb_total_value_reconstruction_residual_512_20260622,retain,false,false,true,3,139964,retained evidence or conservative default
pi_jwm_v11_rb_total_value_reconstruction_rf_confirm_1024_20260622,代码\artifacts\experiments\pi_jwm_v11_rb_total_value_reconstruction_rf_confirm_1024_20260622,retain,true,false,true,5,19115,referenced by active code or documentation
pi_jwm_v11_rb_total_value_reconstruction_smoke_20260622,代码\artifacts\experiments\pi_jwm_v11_rb_total_value_reconstruction_smoke_20260622,manual-review,false,false,true,3,6111,transient-looking run retains checkpoint or structured result
pi_jwm_v11_reconstruct_gated_stepbudget_smoke128_20260628,代码\artifacts\experiments\pi_jwm_v11_reconstruct_gated_stepbudget_smoke128_20260628,manual-review,false,false,true,4,28149,transient-looking run retains checkpoint or structured result
pi_jwm_v11_repair_benefit_shortlist_512_20260622,代码\artifacts\experiments\pi_jwm_v11_repair_benefit_shortlist_512_20260622,retain,false,false,true,3,56792,retained evidence or conservative default
pi_jwm_v11_repair_benefit_shortlist_alpha_probe_20260622,代码\artifacts\experiments\pi_jwm_v11_repair_benefit_shortlist_alpha_probe_20260622,manual-review,false,false,true,3,21393,transient-looking run retains checkpoint or structured result
pi_jwm_v11_repair_benefit_shortlist_hgb_probe_20260622,代码\artifacts\experiments\pi_jwm_v11_repair_benefit_shortlist_hgb_probe_20260622,manual-review,false,false,true,3,9512,transient-looking run retains checkpoint or structured result
pi_jwm_v11_repair_benefit_shortlist_oracle_diag_20260622,代码\artifacts\experiments\pi_jwm_v11_repair_benefit_shortlist_oracle_diag_20260622,retain,false,false,true,3,12945,retained evidence or conservative default
pi_jwm_v11_repair_benefit_shortlist_smoke_20260622,代码\artifacts\experiments\pi_jwm_v11_repair_benefit_shortlist_smoke_20260622,manual-review,false,false,true,3,4770,transient-looking run retains checkpoint or structured result
pi_jwm_v11_retrieval_action_generator_256_narrow_20260628,代码\artifacts\experiments\pi_jwm_v11_retrieval_action_generator_256_narrow_20260628,retain,false,false,true,3,18024,retained evidence or conservative default
pi_jwm_v11_retrieval_action_generator_smoke_20260628,代码\artifacts\experiments\pi_jwm_v11_retrieval_action_generator_smoke_20260628,manual-review,false,false,true,3,9574,transient-looking run retains checkpoint or structured result
pi_jwm_v11_rollout_reward_template_selector_cpu256_20260629,代码\artifacts\experiments\pi_jwm_v11_rollout_reward_template_selector_cpu256_20260629,retain,false,false,true,3,26670,retained evidence or conservative default
pi_jwm_v11_rollout_reward_template_selector_errorreg_cpu256_20260629,代码\artifacts\experiments\pi_jwm_v11_rollout_reward_template_selector_errorreg_cpu256_20260629,retain,false,false,true,3,33802,retained evidence or conservative default
pi_jwm_v11_rollout_reward_template_selector_expanded55_gpu1024_512_seed20260631_20260629,代码\artifacts\experiments\pi_jwm_v11_rollout_reward_template_selector_expanded55_gpu1024_512_seed20260631_20260629,retain,false,false,true,4,898557,retained evidence or conservative default
pi_jwm_v11_rollout_reward_template_selector_forecast_cpu256_20260629,代码\artifacts\experiments\pi_jwm_v11_rollout_reward_template_selector_forecast_cpu256_20260629,retain,false,false,true,3,30233,retained evidence or conservative default
pi_jwm_v11_rollout_reward_template_selector_impgate_cpu256_20260629,代码\artifacts\experiments\pi_jwm_v11_rollout_reward_template_selector_impgate_cpu256_20260629,retain,false,false,true,3,57644,retained evidence or conservative default
pi_jwm_v11_rollout_reward_template_selector_paircalib_cpu256_20260629,代码\artifacts\experiments\pi_jwm_v11_rollout_reward_template_selector_paircalib_cpu256_20260629,retain,false,false,true,3,141628,retained evidence or conservative default
pi_jwm_v11_rollout_reward_template_selector_paircalib_cpu384_20260629,代码\artifacts\experiments\pi_jwm_v11_rollout_reward_template_selector_paircalib_cpu384_20260629,retain,false,false,true,3,126363,retained evidence or conservative default
pi_jwm_v11_rollout_reward_template_selector_pairgain_global_cpu256_20260629,代码\artifacts\experiments\pi_jwm_v11_rollout_reward_template_selector_pairgain_global_cpu256_20260629,retain,false,false,true,3,166557,retained evidence or conservative default
pi_jwm_v11_rollout_reward_template_selector_pairgain_global_cpu384_20260629,代码\artifacts\experiments\pi_jwm_v11_rollout_reward_template_selector_pairgain_global_cpu384_20260629,retain,false,false,true,3,160120,retained evidence or conservative default
pi_jwm_v11_rollout_reward_template_selector_pairgate_calib_cpu256_20260629,代码\artifacts\experiments\pi_jwm_v11_rollout_reward_template_selector_pairgate_calib_cpu256_20260629,retain,false,false,true,3,125837,retained evidence or conservative default
pi_jwm_v11_rollout_reward_template_selector_pairgate_cpu256_20260629,代码\artifacts\experiments\pi_jwm_v11_rollout_reward_template_selector_pairgate_cpu256_20260629,retain,false,false,true,3,80423,retained evidence or conservative default
pi_jwm_v11_rollout_reward_template_selector_pairgate_gb_cpu384_20260629,代码\artifacts\experiments\pi_jwm_v11_rollout_reward_template_selector_pairgate_gb_cpu384_20260629,retain,false,false,true,3,82978,retained evidence or conservative default
pi_jwm_v11_rollout_reward_template_selector_pairgate_models_cpu256_20260629,代码\artifacts\experiments\pi_jwm_v11_rollout_reward_template_selector_pairgate_models_cpu256_20260629,retain,false,false,true,3,296422,retained evidence or conservative default
pi_jwm_v11_rollout_reward_template_selector_pairgate_richfeat_cpu256_20260629,代码\artifacts\experiments\pi_jwm_v11_rollout_reward_template_selector_pairgate_richfeat_cpu256_20260629,retain,false,false,true,3,176198,retained evidence or conservative default
pi_jwm_v11_rollout_reward_template_selector_pairoracle_cpu256_20260629,代码\artifacts\experiments\pi_jwm_v11_rollout_reward_template_selector_pairoracle_cpu256_20260629,retain,false,false,true,3,83967,retained evidence or conservative default
pi_jwm_v11_rollout_reward_template_selector_pairwise_gpu1024_512_fixed_20260629,代码\artifacts\experiments\pi_jwm_v11_rollout_reward_template_selector_pairwise_gpu1024_512_fixed_20260629,retain,false,false,true,4,257679,retained evidence or conservative default
pi_jwm_v11_rollout_reward_template_selector_pairwise_quota_gpu1024_512_20260629,代码\artifacts\experiments\pi_jwm_v11_rollout_reward_template_selector_pairwise_quota_gpu1024_512_20260629,retain,false,false,true,4,311046,retained evidence or conservative default
pi_jwm_v11_rollout_reward_template_selector_pairwise_quota_gpu1024_512_seed20260631_20260629,代码\artifacts\experiments\pi_jwm_v11_rollout_reward_template_selector_pairwise_quota_gpu1024_512_seed20260631_20260629,retain,false,false,true,4,310907,retained evidence or conservative default
pi_jwm_v11_rollout_reward_template_selector_pairwise_quota_gpu1024_valtest256_20260629,代码\artifacts\experiments\pi_jwm_v11_rollout_reward_template_selector_pairwise_quota_gpu1024_valtest256_20260629,retain,false,false,true,4,309619,retained evidence or conservative default
pi_jwm_v11_rollout_reward_template_selector_pairwise_quota_gpu1024_valtest256_seed20260630_20260629,代码\artifacts\experiments\pi_jwm_v11_rollout_reward_template_selector_pairwise_quota_gpu1024_valtest256_seed20260630_20260629,retain,false,false,true,4,309567,retained evidence or conservative default
pi_jwm_v11_rollout_reward_template_selector_pairwise_quota_gpu1024_valtest256_seed20260631_20260629,代码\artifacts\experiments\pi_jwm_v11_rollout_reward_template_selector_pairwise_quota_gpu1024_valtest256_seed20260631_20260629,retain,false,false,true,4,309521,retained evidence or conservative default
pi_jwm_v11_rollout_reward_template_selector_pairwise_rich_gpu1024_512_seed20260631_20260629,代码\artifacts\experiments\pi_jwm_v11_rollout_reward_template_selector_pairwise_rich_gpu1024_512_seed20260631_20260629,retain,false,false,true,4,310741,retained evidence or conservative default
pi_jwm_v11_rollout_reward_template_selector_pairwise_trainval_gpu1024_512_seed20260631_20260629,代码\artifacts\experiments\pi_jwm_v11_rollout_reward_template_selector_pairwise_trainval_gpu1024_512_seed20260631_20260629,retain,false,false,true,4,310988,retained evidence or conservative default
pi_jwm_v11_rollout_reward_template_selector_smoke64_20260629,代码\artifacts\experiments\pi_jwm_v11_rollout_reward_template_selector_smoke64_20260629,manual-review,false,false,true,3,23883,transient-looking run retains checkpoint or structured result
pi_jwm_v11_rollout_template_selector_narrow_256_20260628,代码\artifacts\experiments\pi_jwm_v11_rollout_template_selector_narrow_256_20260628,retain,true,false,true,4,33997,referenced by active code or documentation
pi_jwm_v11_rollout_value_calibrator_adaptive_baseline_e0_20260621,代码\artifacts\experiments\pi_jwm_v11_rollout_value_calibrator_adaptive_baseline_e0_20260621,retain,false,true,true,2,16024,retained evidence or conservative default
pi_jwm_v11_rollout_value_calibrator_adaptive_bc_confirm_20260621,代码\artifacts\experiments\pi_jwm_v11_rollout_value_calibrator_adaptive_bc_confirm_20260621,retain,true,true,true,6,36052,referenced by active code or documentation
pi_jwm_v11_rollout_value_calibrator_adaptive_cpu_probe_64x2_20260621,代码\artifacts\experiments\pi_jwm_v11_rollout_value_calibrator_adaptive_cpu_probe_64x2_20260621,manual-review,false,true,true,6,35582,transient-looking run retains checkpoint or structured result
pi_jwm_v11_rollout_value_calibrator_adaptive_gpu_confirm_bc4096_e5_20260621,代码\artifacts\experiments\pi_jwm_v11_rollout_value_calibrator_adaptive_gpu_confirm_bc4096_e5_20260621,retain,false,false,true,1,13087,retained evidence or conservative default
